Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,ID
20.6,Regular,0.080235512,Fruits and Vegetables,188.9556,1998,,Tier 3,Grocery Store,563.2668,FDG09OUT010
9.8,Low Fat,0.013830218,Soft Drinks,45.306,1987,High,Tier 3,Supermarket Type1,1304.968,DRD37OUT013
18.6,Low Fat,0.076855628,Snack Foods,161.0236,1997,Small,Tier 1,Supermarket Type1,483.3708,FDN21OUT046
13,Low Fat,0.041824524,Household,256.7014,1997,Small,Tier 1,Supermarket Type1,2805.0154,NCQ06OUT046
20.7,Regular,0.12152072,Frozen Foods,118.0466,1997,Small,Tier 1,Supermarket Type1,1060.6194,FDV52OUT046
9.8,Regular,0.073289899,Snack Foods,120.8098,2007,,Tier 2,Supermarket Type1,1325.6078,FDC10OUT017
9.5,Regular,0.022054553,Meat,195.4452,2004,Small,Tier 2,Supermarket Type1,4502.1396,FDX51OUT035
21.1,low fat,0.029054046,Household,144.6786,1999,Medium,Tier 1,Supermarket Type1,2889.572,NCD54OUT049
,Low Fat,0.006665667,Household,164.1184,1985,Medium,Tier 3,Supermarket Type3,3797.7232,NCK18OUT027
8.975,Regular,0.009057132,Canned,104.099,2004,Small,Tier 2,Supermarket Type1,2476.776,FDZ01OUT035
4.92,Low Fat,0.045955031,Baking Goods,199.1084,1997,Small,Tier 1,Supermarket Type1,2182.4924,FDT48OUT046
17.5,Regular,0.007551607,Dairy,145.8102,1999,Medium,Tier 1,Supermarket Type1,1895.5326,FDB40OUT049
,Low Fat,0.023835164,Household,103.3964,1985,Medium,Tier 3,Supermarket Type3,3050.6956,NCC07OUT027
9.695,Regular,0.047503318,Frozen Foods,244.6144,1999,Medium,Tier 1,Supermarket Type1,3185.1872,FDT52OUT049
,Low Fat,0.160665697,Snack Foods,227.5352,1985,Small,Tier 1,Grocery Store,916.1408,FDK09OUT019
7.725,LF,0.048661041,Household,123.7414,1998,,Tier 3,Grocery Store,121.8414,NCQ30OUT010
,Low Fat,0.208987123,Baking Goods,106.0596,1985,Small,Tier 1,Grocery Store,215.7192,FDZ60OUT019
9.6,Low Fat,0.006692529,Household,164.9184,1987,High,Tier 3,Supermarket Type1,2972.1312,NCK18OUT013
9.1,Regular,0.136695145,Breads,173.4054,1998,,Tier 3,Grocery Store,875.527,FDV11OUT010
17,Regular,0.140311123,Canned,265.6884,2007,,Tier 2,Supermarket Type1,2649.884,FDR25OUT017
14,Regular,0.031330907,Canned,52.364,2002,,Tier 2,Supermarket Type1,745.696,FDB26OUT045
12.1,Regular,0.061521569,Soft Drinks,55.8614,2007,,Tier 2,Supermarket Type1,1436.7964,DRD01OUT017
19.85,LF,0.176991029,Fruits and Vegetables,221.5772,2007,,Tier 2,Supermarket Type1,3558.0352,FDG32OUT017
17.2,Regular,0.0120098,Canned,163.1184,2004,Small,Tier 2,Supermarket Type1,2807.0128,FDY49OUT035
8.71,Regular,0.072141818,Canned,183.3924,2004,Small,Tier 2,Supermarket Type1,2776.386,FDD26OUT035
6.89,Regular,0.136984147,Snack Foods,192.682,2009,Medium,Tier 3,Supermarket Type2,2703.148,FDC22OUT018
18.75,Low Fat,0,Dairy,97.9042,2002,,Tier 2,Supermarket Type1,1686.4714,DRD27OUT045
,Low Fat,0.052964982,Fruits and Vegetables,57.793,1985,Medium,Tier 3,Supermarket Type3,1754.383,FDA44OUT027
14.5,LF,0,Canned,154.4682,1987,High,Tier 3,Supermarket Type1,1524.682,FDW01OUT013
,Low Fat,0.155316936,Fruits and Vegetables,64.151,1985,Small,Tier 1,Grocery Store,316.255,FDV32OUT019
,Regular,0.048738407,Fruits and Vegetables,152.8682,1985,Medium,Tier 3,Supermarket Type3,5031.4506,FDK32OUT027
20.75,Low Fat,0,Health and Hygiene,149.4734,1987,High,Tier 3,Supermarket Type1,2969.468,NCA05OUT013
17.6,Low Fat,0.010031539,Snack Foods,161.5552,1987,High,Tier 3,Supermarket Type1,1787.0072,FDR10OUT013
16.85,Low Fat,0.036383293,Snack Foods,91.0488,2004,Small,Tier 2,Supermarket Type1,1086.5856,FDL22OUT035
20.6,Regular,0,Snack Foods,178.1344,2004,Small,Tier 2,Supermarket Type1,3568.688,FDD10OUT035
5.175,LF,0.03736783,Canned,86.9224,1987,High,Tier 3,Supermarket Type1,255.6672,FDW25OUT013
17.85,Low Fat,0.087604647,Breads,196.9794,1999,Medium,Tier 1,Supermarket Type1,1560.6352,FDR47OUT049
8.93,Low Fat,0.028461453,Dairy,152.234,1999,Medium,Tier 1,Supermarket Type1,5053.422,DRF27OUT049
,Regular,0.034244601,Baking Goods,97.2726,1985,Medium,Tier 3,Supermarket Type3,1957.452,FDQ48OUT027
7.655,Low Fat,0.031938828,Canned,114.1492,2004,Small,Tier 2,Supermarket Type1,1158.492,FDS37OUT035
18.35,LF,0.014024028,Household,224.5746,1997,Small,Tier 1,Supermarket Type1,2692.4952,NCI18OUT046
,Low Fat,0.014232071,Household,100.9332,1985,Medium,Tier 3,Supermarket Type3,1743.0644,NCJ42OUT027
14,Low Fat,0.023730384,Baking Goods,104.3332,2004,Small,Tier 2,Supermarket Type1,1435.4648,FDY48OUT035
11.6,Low Fat,0.038578846,Dairy,56.1272,1999,Medium,Tier 1,Supermarket Type1,671.1264,FDB39OUT049
15.85,Low Fat,0.108036187,Soft Drinks,57.3904,2009,Medium,Tier 3,Supermarket Type2,703.0848,DRI37OUT018
10.5,Regular,0.013572808,Snack Foods,143.2154,2007,,Tier 2,Supermarket Type1,1559.9694,FDB58OUT017
16.7,Regular,0.06082402,Baking Goods,98.7384,1987,High,Tier 3,Supermarket Type1,1773.6912,FDV12OUT013
17.6,Low Fat,0.074345142,Household,230.901,1987,High,Tier 3,Supermarket Type1,4364.319,NCU06OUT013
18.25,Low Fat,0.075501241,Snack Foods,123.1046,2009,Medium,Tier 3,Supermarket Type2,249.0092,FDU34OUT018
21.1,Regular,0.16216286,Fruits and Vegetables,62.2168,2009,Medium,Tier 3,Supermarket Type2,383.5008,FDP31OUT018
9.1,Regular,0.081652352,Breads,177.0054,2004,Small,Tier 2,Supermarket Type1,2101.2648,FDV11OUT035
15.25,Low Fat,0.061434045,Household,130.9968,2009,Medium,Tier 3,Supermarket Type2,2348.9424,NCY06OUT018
14.35,Low Fat,0.017073332,Health and Hygiene,109.5228,2002,,Tier 2,Supermarket Type1,1657.842,NCV41OUT045
,Low Fat,0.118806857,Frozen Foods,248.8434,1985,Medium,Tier 3,Supermarket Type3,6705.2718,FDQ52OUT027
5.885,Regular,0.092694107,Canned,53.6982,1987,High,Tier 3,Supermarket Type1,1525.3478,FDM38OUT013
16.1,Low Fat,0.065183228,Dairy,148.076,1997,Small,Tier 1,Supermarket Type1,1464.76,FDA14OUT046
,Regular,0.005561538,Starchy Foods,224.0062,1985,Medium,Tier 3,Supermarket Type3,3837.0054,FDB23OUT027
19.7,Low Fat,0.024635077,Soft Drinks,84.1592,1987,High,Tier 3,Supermarket Type1,1073.2696,DRH49OUT013
11.5,Regular,0.126313413,Frozen Foods,100.6358,2007,,Tier 2,Supermarket Type1,2010.716,FDI40OUT017
16.5,Regular,0.066383907,Breakfast,180.4292,2002,,Tier 2,Supermarket Type1,2189.1504,FDR37OUT045
15.15,Regular,0.066279832,Frozen Foods,147.876,1999,Medium,Tier 1,Supermarket Type1,4540.756,FDS16OUT049
12.15,Regular,0.042681522,Meat,184.295,1997,Small,Tier 1,Supermarket Type1,2014.045,FDT15OUT046
15.7,Regular,0,Fruits and Vegetables,112.4544,1987,High,Tier 3,Supermarket Type1,1230.3984,FDL32OUT013
11.6,Low Fat,0.038736838,Dairy,55.8272,2007,,Tier 2,Supermarket Type1,1454.1072,FDB39OUT017
12.85,Low Fat,0.098910759,Frozen Foods,37.6164,1987,High,Tier 3,Supermarket Type1,308.9312,FDX40OUT013
15,Low Fat,0.049178998,Soft Drinks,65.6168,2002,,Tier 2,Supermarket Type1,639.168,DRD13OUT045
11,Regular,0.057011062,Fruits and Vegetables,241.9512,1987,High,Tier 3,Supermarket Type1,2908.2144,FDZ43OUT013
5.88,Low Fat,0.003589104,Hard Drinks,155.5998,1987,High,Tier 3,Supermarket Type1,1691.7978,DRM59OUT013
7.825,Low Fat,0,Household,253.4698,2007,,Tier 2,Supermarket Type1,6849.0846,NCZ18OUT017
,Regular,0.043690499,Frozen Foods,60.2194,1985,Medium,Tier 3,Supermarket Type3,1733.7432,FDH52OUT027
10.695,Regular,0.10154201,Breakfast,173.7712,1998,,Tier 3,Grocery Store,175.7712,FDM25OUT010
,Low Fat,0.025164132,Health and Hygiene,152.6024,1985,Medium,Tier 3,Supermarket Type3,6072.096,NCP05OUT027
13.6,Regular,0.119077255,Dairy,231.23,1987,High,Tier 3,Supermarket Type1,2330.3,FDY38OUT013
8.06,Low Fat,0.021497594,Breakfast,230.3326,2007,,Tier 2,Supermarket Type1,1386.1956,FDO37OUT017
,Low Fat,0.025702129,Canned,262.6226,1985,Medium,Tier 3,Supermarket Type3,7136.7102,FDV49OUT027
7.105,Low Fat,0.075000682,Household,61.0562,1998,,Tier 3,Grocery Store,296.281,NCP02OUT010
18.6,LF,0.118419683,Others,58.3588,2002,,Tier 2,Supermarket Type1,1545.9876,NCJ19OUT045
9.5,Regular,0.035151215,Fruits and Vegetables,171.8448,1997,Small,Tier 1,Supermarket Type1,2556.672,FDW44OUT046
16.85,LF,0.044414056,Fruits and Vegetables,182.4266,1997,Small,Tier 1,Supermarket Type1,2028.6926,FDU56OUT046
17.85,Low Fat,0.052471995,Snack Foods,123.7072,2007,,Tier 2,Supermarket Type1,2450.144,FDZ58OUT017
13.1,Low Fat,0.020853376,Dairy,117.4782,1987,High,Tier 3,Supermarket Type1,1906.8512,FDZ15OUT013
11.3,Low Fat,0.047791878,Household,180.766,1999,Medium,Tier 1,Supermarket Type1,5033.448,NCI06OUT049
13.3,Low Fat,0.02136022,Baking Goods,120.4124,2009,Medium,Tier 3,Supermarket Type2,1777.686,FDD36OUT018
15.2,Regular,0.103988736,Fruits and Vegetables,177.0054,2002,,Tier 2,Supermarket Type1,3677.2134,FDD56OUT045
20.7,Regular,0.114581955,Dairy,94.3436,2009,Medium,Tier 3,Supermarket Type2,945.436,FDX27OUT018
7.405,Low Fat,0.02556185,Canned,89.7146,1998,,Tier 3,Grocery Store,182.4292,FDG50OUT010
6.15,Low Fat,0.046459438,Baking Goods,100.5384,2009,Medium,Tier 3,Supermarket Type2,1675.1528,FDU36OUT018
11.35,Regular,0.023322478,Dairy,182.5608,1997,Small,Tier 1,Supermarket Type1,3307.6944,FDJ15OUT046
19.85,Low Fat,0.175962247,Fruits and Vegetables,223.0772,2004,Small,Tier 2,Supermarket Type1,1779.0176,FDG32OUT035
,Low Fat,0.255929096,Meat,103.3648,1985,Small,Tier 1,Grocery Store,311.5944,FDV15OUT019
8.18,Regular,0.082333019,Frozen Foods,58.1588,1987,High,Tier 3,Supermarket Type1,343.5528,FDS28OUT013
12.15,Low Fat,0.021757269,Breads,165.0184,1999,Medium,Tier 1,Supermarket Type1,3302.368,FDU23OUT049
6.03,Low Fat,0.0226994,Dairy,176.4028,2004,Small,Tier 2,Supermarket Type1,4250.4672,DRI03OUT035
15.85,Regular,0.110653377,Frozen Foods,36.9506,2007,,Tier 2,Supermarket Type1,759.012,FDH28OUT017
18.6,Low Fat,0.065771529,Frozen Foods,245.7802,1998,,Tier 3,Grocery Store,245.6802,FDP16OUT010
12,Low Fat,0,Health and Hygiene,262.3278,2007,,Tier 2,Supermarket Type1,1561.9668,NCQ29OUT017
17.1,Low Fat,0,Household,114.686,2009,Medium,Tier 3,Supermarket Type2,1358.232,NCH30OUT018
10.5,Regular,0.024991056,Fruits and Vegetables,217.9508,1997,Small,Tier 1,Supermarket Type1,2821.6604,FDU31OUT046
17.5,LF,0.013658248,Frozen Foods,256.3304,1999,Medium,Tier 1,Supermarket Type1,6199.9296,FDF04OUT049
16.1,Low Fat,0.034278413,Fruits and Vegetables,255.2356,1987,High,Tier 3,Supermarket Type1,6867.0612,FDZ20OUT013
20.1,Low Fat,0,Health and Hygiene,61.3536,1998,,Tier 3,Grocery Store,183.7608,NCK05OUT010
,Low Fat,0.185306514,Breads,125.6046,1985,Small,Tier 1,Grocery Store,622.523,FDV23OUT019
7.55,Regular,0.051794958,Fruits and Vegetables,122.6072,1998,,Tier 3,Grocery Store,122.5072,FDA07OUT010
19.25,Regular,0.027058066,Meat,194.811,1987,High,Tier 3,Supermarket Type1,2749.754,FDL03OUT013
19.6,Regular,0.041740902,Frozen Foods,49.2376,2009,Medium,Tier 3,Supermarket Type2,958.752,FDX04OUT018
14.85,Regular,0.035400659,Fruits and Vegetables,161.9578,2009,Medium,Tier 3,Supermarket Type2,1444.1202,FDV19OUT018
14.65,Regular,0.099535996,Snack Foods,52.2666,2009,Medium,Tier 3,Supermarket Type2,615.1992,FDP22OUT018
9.3,Low Fat,0.175336471,Snack Foods,107.0964,2007,,Tier 2,Supermarket Type1,1472.7496,FDT34OUT017
,Regular,0.143319995,Dairy,237.5222,1985,Medium,Tier 3,Supermarket Type3,7170.666,FDZ26OUT027
14.5,Low Fat,0.01950565,Others,163.921,1999,Medium,Tier 1,Supermarket Type1,2446.815,NCM43OUT049
8.365,Low Fat,0.071846495,Hard Drinks,37.9506,1997,Small,Tier 1,Supermarket Type1,569.259,DRK35OUT046
12.85,Regular,0,Fruits and Vegetables,252.3382,1997,Small,Tier 1,Supermarket Type1,4794.4258,FDO20OUT046
13.5,Regular,0.017887238,Snack Foods,79.496,1999,Medium,Tier 1,Supermarket Type1,1438.128,FDO22OUT049
7.365,Low Fat,0.159967845,Snack Foods,94.712,1997,Small,Tier 1,Supermarket Type1,1304.968,FDM46OUT046
21.1,Regular,0.020718655,Breakfast,130.4994,1997,Small,Tier 1,Supermarket Type1,2184.4898,FDO01OUT046
,Low Fat,0.096592065,Health and Hygiene,117.4492,1985,Medium,Tier 3,Supermarket Type3,1621.8888,NCX05OUT027
9.5,Low Fat,0.074460855,Snack Foods,253.6724,1999,Medium,Tier 1,Supermarket Type1,5033.448,FDI46OUT049
12.85,Low Fat,0.030789914,Starchy Foods,254.904,2007,,Tier 2,Supermarket Type1,3036.048,FDD11OUT017
14,Low Fat,0.030216783,Fruits and Vegetables,216.6192,2009,Medium,Tier 3,Supermarket Type2,3020.0688,FDA32OUT018
18.35,Regular,0.094279004,Fruits and Vegetables,86.3882,2004,Small,Tier 2,Supermarket Type1,1545.9876,FDW32OUT035
,Regular,0.04022593,Snack Foods,210.9928,1985,Small,Tier 1,Grocery Store,210.3928,FDX22OUT019
7.155,Regular,0.168527463,Breads,33.6874,2002,,Tier 2,Supermarket Type1,1023.3346,FDQ47OUT045
5.82,Regular,0.077304459,Fruits and Vegetables,257.633,2004,Small,Tier 2,Supermarket Type1,4613.994,FDT07OUT035
17.75,Low Fat,0,Others,108.6912,2009,Medium,Tier 3,Supermarket Type2,1201.1032,NCQ43OUT018
18,Regular,0.142570104,Fruits and Vegetables,88.2514,1987,High,Tier 3,Supermarket Type1,1505.3738,FDW07OUT013
7.06,Regular,0.043968652,Starchy Foods,57.6904,1999,Medium,Tier 1,Supermarket Type1,585.904,FDE35OUT049
15.6,Low Fat,0.045076878,Dairy,241.3854,2002,,Tier 2,Supermarket Type1,2900.2248,FDC04OUT045
,Low Fat,0.030347404,Health and Hygiene,192.5162,1985,Medium,Tier 3,Supermarket Type3,3078.6592,NCW53OUT027
12.3,Low Fat,0.052492122,Household,191.053,2004,Small,Tier 2,Supermarket Type1,3415.554,NCG07OUT035
15,Regular,0.077999504,Meat,238.0248,2004,Small,Tier 2,Supermarket Type1,1896.1984,FDQ03OUT035
18.2,Low Fat,0.012597384,Snack Foods,141.218,1987,High,Tier 3,Supermarket Type1,2936.178,FDV46OUT013
20.5,LF,0.023179181,Others,154.034,1999,Medium,Tier 1,Supermarket Type1,2450.144,NCM26OUT049
8.27,Regular,0.128126825,Soft Drinks,183.6924,1999,Medium,Tier 1,Supermarket Type1,1295.6468,DRA59OUT049
,Low Fat,0.097410707,Canned,52.7324,1985,Medium,Tier 3,Supermarket Type3,2492.7552,FDW13OUT027
8.93,Low Fat,0.028417272,Dairy,154.534,1997,Small,Tier 1,Supermarket Type1,2603.278,DRF27OUT046
6.215,Regular,0.049902382,Baking Goods,225.8062,2007,,Tier 2,Supermarket Type1,3159.8868,FDT12OUT017
20.25,Regular,0.014823358,Dairy,190.7162,2002,,Tier 2,Supermarket Type1,1154.4972,FDD40OUT045
7.895,Regular,0.061424738,Breakfast,57.7588,2009,Medium,Tier 3,Supermarket Type2,1145.176,FDN25OUT018
19.35,Regular,0.049594299,Fruits and Vegetables,77.0644,1987,High,Tier 3,Supermarket Type1,2278.3676,FDE33OUT013
9.695,Low Fat,0.113939434,Health and Hygiene,160.2604,1997,Small,Tier 1,Supermarket Type1,1901.5248,NCL29OUT046
,Low Fat,0.027532258,Household,185.0608,1985,Small,Tier 1,Grocery Store,551.2824,NCO30OUT019
8.21,Low Fat,0.045016894,Dairy,87.6198,2002,,Tier 2,Supermarket Type1,1133.8574,FDB16OUT045
7.3,Low Fat,0.086307051,Frozen Foods,146.8076,2002,,Tier 2,Supermarket Type1,1330.2684,FDF16OUT045
20,Regular,0.104083376,Canned,107.4622,1997,Small,Tier 1,Supermarket Type1,3705.177,FDL02OUT046
7.865,Low Fat,0.061154604,Breakfast,165.3526,1999,Medium,Tier 1,Supermarket Type1,1151.1682,FDO13OUT049
,Low Fat,0.184035253,Dairy,42.2138,1985,Small,Tier 1,Grocery Store,40.6138,DRG27OUT019
20.35,Regular,0.024815024,Fruits and Vegetables,234.0958,1998,,Tier 3,Grocery Store,467.3916,FDX31OUT010
16,Regular,0.106918052,Baking Goods,183.5634,1999,Medium,Tier 1,Supermarket Type1,4725.8484,FDX11OUT049
18,Low Fat,0,Health and Hygiene,158.0604,1999,Medium,Tier 1,Supermarket Type1,3327.6684,NCW41OUT049
18.7,Low Fat,0.105104552,Frozen Foods,121.7072,2009,Medium,Tier 3,Supermarket Type2,1347.5792,FDI52OUT018
,Regular,0.087936752,Fruits and Vegetables,115.9466,1985,Medium,Tier 3,Supermarket Type3,4124.631,FDN08OUT027
10.6,Low Fat,0.056795923,Dairy,232.8642,1997,Small,Tier 1,Supermarket Type1,3485.463,DRD15OUT046
5.655,LF,0.176070535,Soft Drinks,144.0102,2007,,Tier 2,Supermarket Type1,1749.7224,DRF01OUT017
,Low Fat,0.19244045,Dairy,43.9428,1985,Small,Tier 1,Grocery Store,131.8284,DRH15OUT019
10.195,Low Fat,0.051871718,Breads,35.3558,2009,Medium,Tier 3,Supermarket Type2,237.6906,FDX59OUT018
8.06,Low Fat,0.035780177,Breakfast,230.2326,1998,,Tier 3,Grocery Store,693.0978,FDO37OUT010
16.35,Regular,0.104463896,Fruits and Vegetables,227.1062,1998,,Tier 3,Grocery Store,225.7062,FDY56OUT010
6.46,Regular,0.049162885,Fruits and Vegetables,146.9102,1997,Small,Tier 1,Supermarket Type1,1895.5326,FDR31OUT046
13.5,Low Fat,0.072655379,Household,157.792,2004,Small,Tier 2,Supermarket Type1,3994.8,NCH54OUT035
16.2,Low Fat,0.050442528,Household,190.8162,2002,,Tier 2,Supermarket Type1,2693.8268,NCW06OUT045
19.1,Low Fat,0.177992139,Household,173.1422,2009,Medium,Tier 3,Supermarket Type2,2931.5174,NCC18OUT018
,Low Fat,0,Hard Drinks,188.1872,1985,Medium,Tier 3,Supermarket Type3,3214.4824,DRJ23OUT027
5.48,Low Fat,0.015131684,Frozen Foods,83.025,1999,Medium,Tier 1,Supermarket Type1,1414.825,FDO16OUT049
6.055,Low Fat,0.031151714,Fruits and Vegetables,158.7578,1999,Medium,Tier 1,Supermarket Type1,2085.9514,FDB08OUT049
9.6,Low Fat,0.024456797,Health and Hygiene,186.6214,1987,High,Tier 3,Supermarket Type1,3203.1638,NCZ53OUT013
6.135,Low Fat,0.192540665,Soft Drinks,160.2236,1998,,Tier 3,Grocery Store,322.2472,DRJ01OUT010
8.43,Low Fat,0.01732573,Soft Drinks,197.9768,1997,Small,Tier 1,Supermarket Type1,1182.4608,DRE48OUT046
8.27,Regular,0.127821472,Soft Drinks,185.9924,1987,High,Tier 3,Supermarket Type1,555.2772,DRA59OUT013
10.195,Regular,0.012477512,Meat,197.111,1999,Medium,Tier 1,Supermarket Type1,785.644,FDS27OUT049
14,Low Fat,0.028980533,Health and Hygiene,129.531,2009,Medium,Tier 3,Supermarket Type2,2077.296,NCW29OUT018
8.01,Low Fat,0.070356805,Hard Drinks,36.8532,1999,Medium,Tier 1,Supermarket Type1,755.0172,DRN35OUT049
16.25,Low Fat,0.057396092,Fruits and Vegetables,125.8046,1997,Small,Tier 1,Supermarket Type1,747.0276,FDB09OUT046
13.35,Low Fat,0.048017962,Breads,219.6166,2004,Small,Tier 2,Supermarket Type1,3483.4656,FDV59OUT035
,Regular,0.071806046,Canned,186.5924,1985,Medium,Tier 3,Supermarket Type3,5182.5872,FDD26OUT027
17.75,Low Fat,0.05507343,Fruits and Vegetables,145.1444,1997,Small,Tier 1,Supermarket Type1,1886.8772,FDV55OUT046
13.5,Low Fat,0,Baking Goods,88.054,1987,High,Tier 3,Supermarket Type1,1211.756,FDH48OUT013
11.8,Regular,0,Meat,102.4674,1998,,Tier 3,Grocery Store,203.7348,FDM51OUT010
5.78,Low Fat,0.014577695,Soft Drinks,147.2102,1999,Medium,Tier 1,Supermarket Type1,1895.5326,DRG48OUT049
9,Regular,0,Breakfast,55.2614,2009,Medium,Tier 3,Supermarket Type2,552.614,FDP49OUT018
17.75,Regular,0.156831826,Dairy,241.0538,1997,Small,Tier 1,Supermarket Type1,1201.769,FDB03OUT046
8.395,Low Fat,0,Snack Foods,98.7042,1987,High,Tier 3,Supermarket Type1,892.8378,FDL10OUT013
,Low Fat,0.057512481,Fruits and Vegetables,62.5536,1985,Medium,Tier 3,Supermarket Type3,1592.5936,FDJ32OUT027
12.85,LF,0,Starchy Foods,253.004,2009,Medium,Tier 3,Supermarket Type2,3795.06,FDD11OUT018
8.5,Low Fat,0.098036903,Canned,51.5324,1999,Medium,Tier 1,Supermarket Type1,882.8508,FDW13OUT049
14,LF,0,Fruits and Vegetables,216.9192,2007,,Tier 2,Supermarket Type1,6471.576,FDA32OUT017
9.3,low fat,0.042377219,Hard Drinks,123.7388,2002,,Tier 2,Supermarket Type1,1609.9044,DRQ35OUT045
15.85,Low Fat,0.107597879,Soft Drinks,58.7904,1997,Small,Tier 1,Supermarket Type1,585.904,DRI37OUT046
10.8,Low Fat,0.082549896,Dairy,193.7504,1997,Small,Tier 1,Supermarket Type1,4602.0096,FDU38OUT046
7.26,Low Fat,0.02414202,Meat,117.415,1998,,Tier 3,Grocery Store,466.06,FDJ07OUT010
18.7,Low Fat,0.057771828,Dairy,85.3566,2009,Medium,Tier 3,Supermarket Type2,591.8962,FDT38OUT018
16,Low Fat,0.057292529,Dairy,224.3404,2009,Medium,Tier 3,Supermarket Type2,4500.808,FDX02OUT018
8.895,Low Fat,0.124610886,Household,113.1544,1987,High,Tier 3,Supermarket Type1,4250.4672,NCN18OUT013
11.1,Low Fat,0.010663189,Canned,82.3908,2002,,Tier 2,Supermarket Type1,1342.2528,FDQ13OUT045
18.85,Low Fat,0.091237452,Hard Drinks,128.9336,2009,Medium,Tier 3,Supermarket Type2,1278.336,DRP35OUT018
7.905,Low Fat,0.064325351,Hard Drinks,230.2694,2009,Medium,Tier 3,Supermarket Type2,3197.1716,DRK47OUT018
14.7,Low Fat,0.020920179,Hard Drinks,143.8128,1997,Small,Tier 1,Supermarket Type1,3020.0688,DRI47OUT046
12.6,Regular,0.041641933,Fruits and Vegetables,121.1072,2002,,Tier 2,Supermarket Type1,980.0576,FDK20OUT045
16,Regular,0.173462841,Snack Foods,157.6972,2009,Medium,Tier 3,Supermarket Type2,2960.1468,FDC34OUT018
,Low Fat,0.24749009,Dairy,263.1884,1985,Small,Tier 1,Grocery Store,529.9768,FDI15OUT019
,Regular,0.087421738,Frozen Foods,154.463,1985,Medium,Tier 3,Supermarket Type3,2972.797,FDG05OUT027
13.35,Low Fat,0.038744606,Snack Foods,239.3564,2007,,Tier 2,Supermarket Type1,3098.6332,FDK34OUT017
20.1,Low Fat,0.124910635,Dairy,109.6228,1998,,Tier 3,Grocery Store,110.5228,FDX50OUT010
8.185,Low Fat,0.046673494,Fruits and Vegetables,48.4692,2009,Medium,Tier 3,Supermarket Type2,591.2304,FDP56OUT018
9.195,Low Fat,0.048134591,Household,107.7622,1999,Medium,Tier 1,Supermarket Type1,529.311,NCX54OUT049
19.1,Low Fat,0.038720852,Fruits and Vegetables,210.8586,2009,Medium,Tier 3,Supermarket Type2,6331.758,FDI20OUT018
12.85,Low Fat,0.12241394,Snack Foods,42.9428,2007,,Tier 2,Supermarket Type1,703.0848,FDH33OUT017
11.15,Low Fat,0.032321608,Health and Hygiene,165.6526,2002,,Tier 2,Supermarket Type1,1315.6208,NCO29OUT045
9.8,Low Fat,0.026139404,Snack Foods,216.785,2002,,Tier 2,Supermarket Type1,1947.465,FDK22OUT045
10.195,Low Fat,0,Hard Drinks,114.086,1997,Small,Tier 1,Supermarket Type1,1810.976,DRO47OUT046
,Regular,0.144338493,Fruits and Vegetables,172.108,1985,Medium,Tier 3,Supermarket Type3,4327.7,FDT19OUT027
12,Low Fat,0.034166609,Canned,181.2976,2007,,Tier 2,Supermarket Type1,5070.7328,FDY25OUT017
,Regular,0.27321283,Fruits and Vegetables,240.9538,1985,Small,Tier 1,Grocery Store,480.7076,FDS44OUT019
16.7,Regular,0.03858813,Snack Foods,144.6102,1999,Medium,Tier 1,Supermarket Type1,3353.6346,FDJ21OUT049
17.1,LF,0.032628111,Frozen Foods,148.7392,1997,Small,Tier 1,Supermarket Type1,1640.5312,FDO40OUT046
,Low Fat,0.133198355,Baking Goods,91.083,1985,Small,Tier 1,Grocery Store,89.883,FDL36OUT019
16.7,Regular,0.038528228,Snack Foods,143.9102,1997,Small,Tier 1,Supermarket Type1,1749.7224,FDJ21OUT046
19.35,Low Fat,0.016705436,Frozen Foods,120.8098,2007,,Tier 2,Supermarket Type1,3374.2744,FDD05OUT017
19.2,Low Fat,0.058893461,Snack Foods,178.9318,1998,,Tier 3,Grocery Store,180.4318,FDS10OUT010
,Regular,0.050256161,Canned,150.9024,1985,Medium,Tier 3,Supermarket Type3,4857.6768,FDG14OUT027
18.25,Low Fat,0.054234197,Snack Foods,142.0154,1997,Small,Tier 1,Supermarket Type1,2269.0464,FDN57OUT046
16.75,Low Fat,0.12961476,Breads,86.1856,2007,,Tier 2,Supermarket Type1,1406.1696,FDS47OUT017
17.1,Low Fat,0.054612768,Frozen Foods,150.2392,1998,,Tier 3,Grocery Store,596.5568,FDO40OUT010
13,Regular,0.030150193,Canned,61.422,2002,,Tier 2,Supermarket Type1,539.298,FDM50OUT045
7.17,Regular,0.059849153,Fruits and Vegetables,129.4968,2002,,Tier 2,Supermarket Type1,3392.9168,FDF44OUT045
19.85,reg,0.034942397,Snack Foods,61.9194,1998,,Tier 3,Grocery Store,123.8388,FDS21OUT010
,Low Fat,0.060672263,Household,119.8782,1985,Small,Tier 1,Grocery Store,238.3564,NCJ06OUT019
4.615,Regular,0.102038294,Canned,231.93,2002,,Tier 2,Supermarket Type1,2563.33,FDX49OUT045
7.63,Regular,0.135258515,Snack Foods,47.2402,2009,Medium,Tier 3,Supermarket Type2,918.804,FDU33OUT018
8.39,Low Fat,0.120396991,Household,163.4868,1987,High,Tier 3,Supermarket Type1,4586.0304,NCN06OUT013
